Estado;Referencia;Nombre;Categoría;Descripción corta;Descripción;Tallas;Colores;Precio sin IVA;Precio con IVA;URL imágenes;Fabricante;Fecha última modificación
Activo;LFNSSM-CRS-0009;Corset Blanco;Bodas,Corsets;"Corset Boda";"<p>Corset Erótico.</p>
<p>Tejido elástico con fibra en color blanco y de escote corazón, con finos detalles de pasamanería.</p>
<p>Se abrocha mediante corchetes en la parte delantera y lazada en la espalda.</p>
<p>Incluye tanga a juego y liguero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";S,M,L,XL;Blanco;13.65;16.52;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0009.jpg;Lencería Finíssima;2015-04-09 12:44:33
Activo;LFNSSM-CRS-0010;Corset Blanco y Negro;Lencería Femenina,Corsets;"Novedoso corset";"<p>Corset Diseño.</p>
<p>Novedoso y atractivo corset confeccionado de satén blanco claro con volantes en negro en la parte del pecho y detalles en el escote.</p>
<p>Se abrocha con una lazada cruzada en color negro en la espalda.</p>
<p>Incluye tanga a juego.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";S,M,L,XL;;16.00;19.36;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_blanco_negro1.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_blanco_negro2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_blanco_negro3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_blanco_negro4.jpg;Lencería Finíssima;2015-02-08 17:29:14
Activo;LFNSSM-CRS-0056;Corset Black;Lencería Femenina,Corsets,Corsets Tallas Grandes;"Corset Novedoso";"<p>Corset con cadenas.  </p>
<p>Corset sexy de satén negro con cadenas en los laterales y escote de corazón.</p>
<p>Se abrocha con corchetes de diseño y lazada en la parte trasera.</p>
<p>Incluye tanga a juego.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";S,M,L,XL,XXL;Negro;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0056.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0056_2.jpg;Lencería Finíssima;2015-02-09 11:46:48
Activo;LFNSSM-CRS-0153;Corset Galaxy;Lencería Femenina,Corsets;"Novedoso Corset Azul";"<p>Corset estampado.</p>
<p>Corset sexy de raso con estampados azules y blancos.</p>
<p>Se abrocha con corchetes y lazada en la parte trasera.</p>
<p>Incluye tanga.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";S,M,L,XL;;14.00;16.94;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0153.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0153_2.jpg;Lencería Finíssima;2015-02-09 11:48:11
Activo;LFNSSM-CRS-0166;Corset bajopecho;Lencería Femenina,Corsets,Corsets Bajopecho;"Corset bajo pecho";"<p>Corset color amarillo.  </p>
<p>Novedoso corset tipo fajín de brocato en color amarillo pastel.</p>
<p>Por delante se cierra mediante corchetes.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>";S,M,L,XL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0166.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0166_2.jpg;Lencería Finíssima;2015-04-09 09:39:49
Activo;LFNSSM-CRS-0173;Corset Red Lock;Lencería Femenina,Corsets,Corsets Tallas Grandes;"Corset Red Lock";"<p>Corset Sexy.  </p>
<p>Corset de brocato rojo oscuro con estampados retro, de escote corazón, ribeteado en color rojo.</p>
<p>Se abrocha con corchetes de diseño por la parte delantera y lanzada trasera.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";S,M,L,XL,XXL;;20.99;25.40;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0173.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0173_2.jpg;Lencería Finíssima;2015-02-09 11:49:52
Activo;LFNSSM-CRS-0176;Corset Some Flowers;Lencería Femenina,Corsets;"Original corset";"<p>Atractivo corset.</p>
<p>Corset de estampado floral en tonos rosas y azules, ribeteado con los mismos tonos.</p>
<p>Se abrocha con corchetes por delante y lazada en color negro.</p>
<p>Incluye tanga.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>";S,M,L,XL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0176.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0176_2.jpg;Lencería Finíssima;2015-02-09 11:50:39
Activo;LFNSSM-CRS-0177;Corset Chain;Lencería Femenina,Corsets;"Corset diseño cadena";"<p>Corset Sexy.</p>
<p>Diseñado de satén negro con grandes cadenas rojas y escote corazón.</p>
<p>Queda por encima de la cintura.</p>
<p>Se abrocha con corchetes y lazada trasera.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>";S,M,L,XL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0177.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0177_2.jpg;Lencería Finíssima;2015-02-09 11:51:10
Activo;LFNSSM-CRS-0181;Corset Strawberry;Lencería Femenina,Corsets;"Sexy Corset";"<p>Corset fresa.  </p>
<p>Corset de fondo blanco con estampado de fresas.</p>
<p>Se abrocha con corchetes en la parte delantera y lazada trasera.</p>
<p>Incluye tanga.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>";S,M,L,XL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0181.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0181_2.jpg;Lencería Finíssima;2015-02-09 11:51:47
Activo;LFNSSM-CRS-0187;Corset Steel Bone;Lencería Femenina,Corsets,Corsets Vestido;"Corset atractivo";"<p>Atractivo corsé.</p>
<p>Corsé ribeteado con volantes y lacito entre pecho. </p>
<p>El cierre es mediante corchetes por la parte delantera.</p>
<p>Incluye tanga blanco liso y falda tutú. </p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>";S,M,L,XL;;16.00;19.36;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0187.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0187_2.jpg;Lencería Finíssima;2015-02-09 11:52:23
Activo;LFNSSM-CRS-0190;Corset Navy;Lencería Femenina,Corsets;"Corset marino";"<p>Corset Marinero.</p>
<p>Corset sexy de satén color blanco con rallas azules y escote corazón.</p>
<p>Es corto por lo que queda por encima de la cintura.</p>
<p>Incluye tanga.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";S,M,L,XL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0190.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0190_2.jpg;Lencería Finíssima;2015-02-09 11:53:01
Activo;LFNSSM-CRS-0192;Corset Quirky;Lencería Femenina,Corsets;"Corset floreado";"<p>Corset floreado.</p>
<p>Corset sexy de satén con flores de colores y escote corazón.</p>
<p>Se queda por encima de la cintura.</p>
<p>Se abrocha con corchetes por la parte delantera y lanzada trasera.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";S,M,L,XL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0192.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0192_2.jpg;Lencería Finíssima;2015-02-09 11:53:39
Activo;LFNSSM-CRS-0193;Corset Roses;Lencería Femenina,Corsets;"Corset flores rosas";"<p>Actactivo corset.</p>
<p>Novedoso corset de satén negro con escote corazón y detalles de rosas.</p>
<p>Dicho corset posee ballenas de color negro y un ribete plisado de color negro con rosas.</p>
<p>Se abrocha mediante corchetes y lazada trasera para ajustar al cuerpo.</p>
<p>Incluye tanga a juego.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>";S,M,L,XL;;19.00;22.99;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0193.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0193_2.jpg;Lencería Finíssima;2015-02-09 11:54:17
Activo;LFNSSM-CRS-0195;Corset Blue Zip;Lencería Femenina,Corsets;"Corset Azul";"<p>Corset Sexy.</p>
<p>Corset de satén azul con cintas de cuero y escote de corazón.</p>
<p>Se abrocha con una cremallera por delante y lazada en la parte trasera.</p>
<p>Incluye tanga a juego.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>";S,M,L,XL;;19.00;22.99;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0195.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0195_2.jpg;Lencería Finíssima;2015-02-09 11:54:52
Activo;LFNSSM-CRS-0214;Corset Red;Lencería Femenina,Corsets,Corsets Tallas Grandes;"Corset rojo";"<p>Corset Love.</p>
<p>Corset sexy de satén rojo con encaje.</p>
<p>Se abrocha con corchetes y lazada en la parte trasera.</p>
<p>Incluye tanga a juego.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";S,M,L,XL,XXL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0214.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0214_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0214_3.jpg;Lencería Finíssima;2015-02-09 11:55:56
Activo;LFNSSM-CRS-0221;Corset Gótico;Lencería Femenina,Corsets,Corsets Vestido;"Atractivo Corset";"<p>Corset Atractivo.</p>
<p>Corset con rallas diplomáticas de color negro, con satén lila y volantes de encaje en la parte superior y inferior.</p>
<p>Se abrocha con cremallera parte delantera y lazada parte trasera.</p>
<p>Incluye tanga a juego.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";S,M,L,XL;;16.00;19.36;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0221.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0221_2.jpg;Lencería Finíssima;2015-02-09 11:56:37
Activo;LFNSSM-CRS-0225;Corset Red Roses;Lencería Femenina,Corsets,Corsets Tallas Grandes;"Corsé Floral";"<p>Atractivo Corsé.  </p>
<p>Corsé de brocat, de fondo negro con estampados florales en color rojo.</p>
<p>Se abrocha con corchetes en la parte delantera y lazada trasera.</p>
<p> <img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";S,M,L,XL,XXL;;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0225.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0225_2.jpg;Lencería Finíssima;2015-02-09 11:57:18
Activo;LFNSSM-CRS-0226;Corset Smart;Lencería Femenina,Corsets;"Corset Sensual";"<p>Corset Glamour.  </p>
<p>Sensual corsé de satén negro con ballenas, puntillas y lazos en color rojo y volantes de microtul rojo en la parte superior.</p>
<p>Se abrocha por medio de corchetes, y lazada trasera.</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>";S,M,L,XL;;16.00;19.36;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0226.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0226_2.jpg;Lencería Finíssima;2015-02-09 11:57:53
Activo;LFNSSM-CRS-0251;Corset clasic;Lencería Femenina,Corsets,Corsets Cuero;"Sexy cremallera.";"<p>Novedoso corset.    </p>
<p>Elegante corset de terciopelo negro con escote pronunciado en forma de corazón.</p>
<p>Se abrocha con cremallera por delante y lazada de raso por detrás.</p>
<p>Incluye tanga de cortesía.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";S,M,L,XL;Rojo,Negro,Blanco;16.00;19.36;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corse_clasic_blanco.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_clasic_negro.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_clasic_rojo.jpg;Lencería Finíssima;2015-02-08 17:49:13
Activo;LFNSSM-CRS-0255;Corsé triple diseño;Lencería Femenina,Corsets;"Corsé tonos marrones.";"<p>Sensacional corset triple diseño.</p>
<p>Cofeccionado con ballenas en el interior y lazada cruzada en la parte lateral.</p>
<p>Se abrocha por delante con corchetes.</p>
<p>Incluye tanga a juego.</p>";XL,L,M,S;Azul,Marrón;14.00;16.94;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0255.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-02551.jpg;Lencería Finíssima;2015-03-06 09:04:44
Activo;LFNSSM-CRS-0260;Sexy corset negro;Lencería Femenina,Corsets;"Corset sexy lacitos en color negro.";"<p>Seductor corsé con liguero.</p>
<p>Confeccionado con corchetes en la parte trasera y apertura en forma de lazo por la parte delantera.</p>
<p>Incluye tanga a juego.</p>";Talla Unica;Negro;16.00;19.36;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0260.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-02601.jpg;Lencería Finíssima;2015-03-15 18:11:40
Activo;LFNSSM-CRS-0271;Corsé elegant;Lencería Femenina,Corsets;"Seductor corse hebilla.";"<p>Estupendo corsé dos tonalidades.</p>
<p>Confeccionado con hebillas por la parte delantera y lazada por la parte trasera.</p>
<p>Incluye tanga a juego.</p>";S,M,L,XL;;21.00;25.41;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0271.jpg;Lencería Finíssima;2015-04-21 14:59:34
Activo;LFNSSM-DBY-3001;Body de Encaje;Lencería Femenina,Bodys;"Body Teddy de color blanco y rosa.";"<p>Body Teddy blanco y rosa. </p>
<p>Body de encaje.</p>
<p>Ligas incluidas.</p>
<p>Talla Única.</p>";Talla única;Blanco y Rosa;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/dby-3001-1.jpg;Lencería Finíssima;2015-02-08 17:15:57
Activo;LFNSSM-DBY-3010;Body con Flor Azul;Lencería Femenina,Bodys,Bodas,Bodys;"Body flor celeste";"<p>Seductor body estilo triquini.</p>
<p>Confeccionado con microtul de color blanco y cruzado por la parte delantera.</p>
<p>Se abrocha en la parte trasera y se complementa con tanga a juego.</p>";Talla única;Negro con lazo azul;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/dby-3010.jpg;Lencería Finíssima;2015-03-04 12:35:49
Activo;LFNSSM-DBY-3012;Body de Encaje Negro;Lencería Femenina,Bodys;"Body Princesa";"<p>Body estilo trikini.  </p>
<p>Body de blonda y microtul abierto en parte inferior del tanga con detalles de encaje en color negro.</p>
<p>Se anuda al cuello y espalda.</p>
<p> </p>";Talla única;;7.00;8.47;http://www.lenceriafinissima.com/images/stories/virtuemart/product/dby-30122.jpg;Lencería Finíssima;2015-03-06 09:05:25
Activo;LFNSSM-DBY-3058;Body Red;Lencería Femenina,Bodys;"Body Pasión";"<p>Body pasión de encaje rojo con estampados de rosas y abierto por el centro; cogido al cuello.</p>";Talla única;Rojo;8.00;9.68;http://www.lenceriafinissima.com/images/stories/virtuemart/product/dby-30584.jpg;Lencería Finíssima;2015-02-08 17:45:17
Activo;LFNSSM-DBY-8701;Corset Novia;Bodas,Corsets;"Seductor Corsé especial para novias.";"<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";Talla única;;14.07;17.02;http://www.lenceriafinissima.com/images/stories/virtuemart/product/dby-8701.jpg;Lencería Finíssima;2015-04-09 11:43:29
Activo;LFNSSM-DBY-8702;Corset Platino;Bodas,Corsets;"Corsé con estampado floral azul celeste.";"<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>";Talla única;;13.02;15.75;http://www.lenceriafinissima.com/images/stories/virtuemart/product/dby-8702.jpg;Lencería Finíssima;2015-04-09 11:43:50
