Action;CategoryPath;ID;Name;Code;Description;ShortDescription;Brand;Price;RRP;Image1;Image2;Image3;Image4;Image5;MetaTitle;MetaDescription;MetaKeywords;Stock;Weight;TaxRateID;Condition;GTIN;MPN;SpecialOffer;OrderLocation;OrderNote;Hidden;Image1Address;Image2Address;WebAddress;VariantNames;VariantItem1;VariantItem2;VariantItem3;VariantItem4;VariantItem5;VariantDefault;Image3Address;Image4Address;Image5Address;CategoryManagement;RelatedProducts;OptionName;OptionSize;OptionType;OptionValidation;OptionItemName;OptionItemPriceExtra;OptionItemOrder
Product Variant;Home > Lencería Femenina > Chemises;291;Chemise Medianoche;LFNSSM-CHE-6027;"<p>Sensual chemise.</p>
<p>Atractivo chemise de diferentes colores con transparencias en los laterales.</p>
<p>Lencería finíssima tiene diferentes diseños y este es uno de los más novedosos.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Chemises blonda";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_3.jpg;;Color;Rosa;;;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_5.jpg;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;567;Chemise Leopardo;LFNSSM-CHE-6051;"<p>Sexy chemise leopardo.</p>
<p>Confeccionado con microtul semitransparente decorado de encaje floral y seda de leopardo en la parte delantera.</p>
<p>Incluye tanga a juego.</p>";"Chemise animal print.";Lencería Finíssima;8.50;10.29;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6051.jpg;;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;567;Chemise Leopardo;LFNSSM-CHE-6051;"<p>Sexy chemise leopardo.</p>
<p>Confeccionado con microtul semitransparente decorado de encaje floral y seda de leopardo en la parte delantera.</p>
<p>Incluye tanga a juego.</p>";"Chemise animal print.";Lencería Finíssima;8.50;10.29;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6051.jpg;;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;573;Chemise rosita;LFNSSM-CHE-6056;"<p>Seductor chemise. </p>
<p>Confeccionado con microtul semitransparente y lazo de seda color rosa.</p>
<p>Diseñado con encaje floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";"Elegante chemise lazo rosa.";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6056.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-60561.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;573;Chemise rosita;LFNSSM-CHE-6056;"<p>Seductor chemise. </p>
<p>Confeccionado con microtul semitransparente y lazo de seda color rosa.</p>
<p>Diseñado con encaje floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";"Elegante chemise lazo rosa.";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6056.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-60561.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;991;Chemise morado;LFNSSM-CHE-6069;"<p>Sexy chemise.</p>
<p>Confeccionado con satén en color morado y tela de encaje negro.</p>
<p>Incluye tanga a juego de cortesía.</p>
<p> </p>";"Chemise sensación mujer.";Lencería Finíssima;10.20;12.34;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6069.jpg;;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;991;Chemise morado;LFNSSM-CHE-6069;"<p>Sexy chemise.</p>
<p>Confeccionado con satén en color morado y tela de encaje negro.</p>
<p>Incluye tanga a juego de cortesía.</p>
<p> </p>";"Chemise sensación mujer.";Lencería Finíssima;10.20;12.34;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6069.jpg;;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;25;Chemise Noche Bodas;LFNSSM-CHE-6070;"<p>Seductor body de microtul semitransparente de color blanco con detalles en azul celeste.</p>
<p>Incluye tanga y tul de la cabeza a juego.</p>
<p> </p>";"Chemise novia estilo delantal";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/picardias_bodas.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/picardias_bodas2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;25;Chemise Noche Bodas;LFNSSM-CHE-6070;"<p>Seductor body de microtul semitransparente de color blanco con detalles en azul celeste.</p>
<p>Incluye tanga y tul de la cabeza a juego.</p>
<p> </p>";"Chemise novia estilo delantal";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/picardias_bodas.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/picardias_bodas2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Conjuntos;131;Conjunto top y falda;LFNSSM-CON-8001;"<p>Novedoso y atractivo conjunto de dos piezas compuesto de top de microfibra liso en color blanco, con tirantes y cintura ajustables.</p>
<p>Estupenda minifalda de microtul blanco con detalles en color azul complementada con volates.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";"Novedoso conjunto top";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001_2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Conjuntos;131;Conjunto top y falda;LFNSSM-CON-8001;"<p>Novedoso y atractivo conjunto de dos piezas compuesto de top de microfibra liso en color blanco, con tirantes y cintura ajustables.</p>
<p>Estupenda minifalda de microtul blanco con detalles en color azul complementada con volates.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";"Novedoso conjunto top";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001_2.jpg;;Talla;S;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Conjuntos;131;Conjunto top y falda;LFNSSM-CON-8001;"<p>Novedoso y atractivo conjunto de dos piezas compuesto de top de microfibra liso en color blanco, con tirantes y cintura ajustables.</p>
<p>Estupenda minifalda de microtul blanco con detalles en color azul complementada con volates.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";"Novedoso conjunto top";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001_2.jpg;;Talla;M;;;;;No;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Conjuntos;131;Conjunto top y falda;LFNSSM-CON-8001;"<p>Novedoso y atractivo conjunto de dos piezas compuesto de top de microfibra liso en color blanco, con tirantes y cintura ajustables.</p>
<p>Estupenda minifalda de microtul blanco con detalles en color azul complementada con volates.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";"Novedoso conjunto top";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001_2.jpg;;Talla;L;;;;;No;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Conjuntos;131;Conjunto top y falda;LFNSSM-CON-8001;"<p>Novedoso y atractivo conjunto de dos piezas compuesto de top de microfibra liso en color blanco, con tirantes y cintura ajustables.</p>
<p>Estupenda minifalda de microtul blanco con detalles en color azul complementada con volates.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";"Novedoso conjunto top";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8001_2.jpg;;Color;Blanco;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Conjuntos;155;Conjunto Con Guantes;LFNSSM-CON-8003;"<p>Seductor conjunto.</p>
<p>Acompañado de guantes de encaje color blanco.<br />Diseñado con tanga de volantes.</p>";"Conjunto blanco con guantes.";Lencería Finíssima;8.00;9.68;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8003.jpg;;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Conjuntos;155;Conjunto Con Guantes;LFNSSM-CON-8003;"<p>Seductor conjunto.</p>
<p>Acompañado de guantes de encaje color blanco.<br />Diseñado con tanga de volantes.</p>";"Conjunto blanco con guantes.";Lencería Finíssima;8.00;9.68;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8003.jpg;;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Conjuntos;155;Conjunto Con Guantes;LFNSSM-CON-8003;"<p>Seductor conjunto.</p>
<p>Acompañado de guantes de encaje color blanco.<br />Diseñado con tanga de volantes.</p>";"Conjunto blanco con guantes.";Lencería Finíssima;8.00;9.68;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8003.jpg;;;Color;Blanco;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Conjuntos;383;Conjunto Coral;LFNSSM-CON-8022;"<p>Conjunto compuesto de dos piezas top estilo picardías y tanga de tul a juego.</p>
<p>Realizado con microtul en color rosa claro y ribetes en color blanco.</p>
<p>Se abrocha por la parte delantera debajo del pecho.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Conjunto estilo picardías.";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-80226.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8022_29.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Conjuntos;383;Conjunto Coral;LFNSSM-CON-8022;"<p>Conjunto compuesto de dos piezas top estilo picardías y tanga de tul a juego.</p>
<p>Realizado con microtul en color rosa claro y ribetes en color blanco.</p>
<p>Se abrocha por la parte delantera debajo del pecho.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Conjunto estilo picardías.";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-80226.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/con-8022_29.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Corsets;80;Corset Púrpura;LFNSSM-CRS-0006;"<p>Corset Glamour.</p>
<p>Sexy corset color morado satinado con estampados aterciopelados en color negro y detalle de volantes de encaje en negro en la parte superior e inferior del corset.</p>
<p>Se abrocha con corchetes por delante y lazada negra por detrás.</p>
<p>Incluye tanga y ligero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" width=""593"" height=""395"" /></p>
<p> </p>";"Corset Púrpura";Lencería Finíssima;13.00;15.73;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Corsets;80;Corset Púrpura;LFNSSM-CRS-0006;"<p>Corset Glamour.</p>
<p>Sexy corset color morado satinado con estampados aterciopelados en color negro y detalle de volantes de encaje en negro en la parte superior e inferior del corset.</p>
<p>Se abrocha con corchetes por delante y lazada negra por detrás.</p>
<p>Incluye tanga y ligero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" width=""593"" height=""395"" /></p>
<p> </p>";"Corset Púrpura";Lencería Finíssima;13.00;15.73;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura2.jpg;;Talla;M;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Corsets;80;Corset Púrpura;LFNSSM-CRS-0006;"<p>Corset Glamour.</p>
<p>Sexy corset color morado satinado con estampados aterciopelados en color negro y detalle de volantes de encaje en negro en la parte superior e inferior del corset.</p>
<p>Se abrocha con corchetes por delante y lazada negra por detrás.</p>
<p>Incluye tanga y ligero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" width=""593"" height=""395"" /></p>
<p> </p>";"Corset Púrpura";Lencería Finíssima;13.00;15.73;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura2.jpg;;Talla;S;;;;;No;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Corsets;80;Corset Púrpura;LFNSSM-CRS-0006;"<p>Corset Glamour.</p>
<p>Sexy corset color morado satinado con estampados aterciopelados en color negro y detalle de volantes de encaje en negro en la parte superior e inferior del corset.</p>
<p>Se abrocha con corchetes por delante y lazada negra por detrás.</p>
<p>Incluye tanga y ligero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" width=""593"" height=""395"" /></p>
<p> </p>";"Corset Púrpura";Lencería Finíssima;13.00;15.73;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura2.jpg;;Talla;L;;;;;No;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Corsets;80;Corset Púrpura;LFNSSM-CRS-0006;"<p>Corset Glamour.</p>
<p>Sexy corset color morado satinado con estampados aterciopelados en color negro y detalle de volantes de encaje en negro en la parte superior e inferior del corset.</p>
<p>Se abrocha con corchetes por delante y lazada negra por detrás.</p>
<p>Incluye tanga y ligero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" width=""593"" height=""395"" /></p>
<p> </p>";"Corset Púrpura";Lencería Finíssima;13.00;15.73;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura2.jpg;;Talla;XL;;;;;No;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Corsets;80;Corset Púrpura;LFNSSM-CRS-0006;"<p>Corset Glamour.</p>
<p>Sexy corset color morado satinado con estampados aterciopelados en color negro y detalle de volantes de encaje en negro en la parte superior e inferior del corset.</p>
<p>Se abrocha con corchetes por delante y lazada negra por detrás.</p>
<p>Incluye tanga y ligero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" width=""593"" height=""395"" /></p>
<p> </p>";"Corset Púrpura";Lencería Finíssima;13.00;15.73;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/corset_purpura2.jpg;;Color;Púrpura;;;;;No;;;;;;;;;;;;
Product;Home > Bodas > Corsets;82;Corset Blanco;LFNSSM-CRS-0009;"<p>Corset Erótico.</p>
<p>Tejido elástico con fibra en color blanco y de escote corazón, con finos detalles de pasamanería.</p>
<p>Se abrocha mediante corchetes en la parte delantera y lazada en la espalda.</p>
<p>Incluye tanga a juego y liguero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";"Corset Boda";Lencería Finíssima;13.65;16.52;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0009.jpg;;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Bodas > Corsets;82;Corset Blanco;LFNSSM-CRS-0009;"<p>Corset Erótico.</p>
<p>Tejido elástico con fibra en color blanco y de escote corazón, con finos detalles de pasamanería.</p>
<p>Se abrocha mediante corchetes en la parte delantera y lazada en la espalda.</p>
<p>Incluye tanga a juego y liguero.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";"Corset Boda";Lencería Finíssima;13.65;16.52;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/crs-0009.jpg;;;Talla;S;;;;;Yes;;;;;;;;;;;;
